url
Gulf Pharmaceutical Industries,JULPHAR,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4373517,True,4373517
AL KHALEEJ Investment,KICO,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4375522,True,4375522
Lulu Retail Holdings PLC,LULU,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4376423,True,4376423
MAIR GROUP - P.J.S.C.,MAIR,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4377470,True,4377470
Methaq Takaful Insurance Company,METHAQ,,False,
Multiply Group PJSC,MULTIPLY,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4351604,True,4351604
National Bank of Fujairah,NBF,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4354246,True,4354246
National Bank of Umm Al Qaiwain,NBQ,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4351148,True,4351148
National Corporation for Tourism & Hotels,NCTH,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4358462,True,4358462
NMDC Group PJSC,NMDC,,False,
NMDC Energy P.J.S.C.,NMDCENR,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4348830,True,4348830
Oman & Emirates Investment Holding Co,OEIHC,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4378320,True,4378320
OOREDOO,ORDS,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4348943,True,4348943
PHOENIX GROUP PLC,PHX,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4367217,True,4367217
Presight AI Holding PLC,PRESIGHT,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4363804,True,4363804
Pure Health Holding PJSC,PUREHEALTH,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4356908,True,4356908
Umm Al Qaiwain General Investment Co. P.S.C,QIC,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4369618,True,4369618
The National Bank of Ras Al Khaimah,RAKBANK,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4342399,True,4342399
RAK Ceramics PJSC,RAKCEC,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4378331,True,4378331
Ras Alkhaima National Insurance Co.,RAKNIC,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4338590,True,4338590
RAK Properties,RAKPROP,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4367412,True,4367412
RAK Co. for White Cement & Construction Materials,RAKWCT,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4376544,True,4376544
RAPCO Investment PJSC,RAPCO,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4366340,True,4366340
Sharjah Cement and Industrial Development Co.,SCIDC,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4369912,True,4369912
Sharjah Islamic Bank,SIB,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4338773,True,4338773
Sharjah Insurance Company,SICO,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4375573,True,4375573
SPACE42 PLC,SPACE42,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4376514,True,4376514
Sudatel Telecommunications Group Company Limited,SUDATEL,,False,
Abu Dhabi National Energy Company,TAQA,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4376062,True,4376062
Abu Dhabi National Takaful Co.,TKFL,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4375880,True,4375880
United Arab Bank,UAB,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4351377,True,4351377
Union Insurance Company,UNION,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4371203,True,4371203
Waha Capital Company,WAHA,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4379091,True,4379091

